"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"335","SEM1",9.87083803353701e-241,-0.471952688510722,0.616,1,2.05747747971046e-236,"SEM1 26S proteasome complex subunit [Source:HGNC Symbol;Acc:HGNC:10845]"
"336","PAFAH1B2",4.31064482214627e-240,0.390196794306505,0.17,0.742,8.98510806728168e-236,"platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]"
"337","ANKRD12",7.47100686468542e-240,0.373555813042703,0.162,0.72,1.55725667087503e-235,"ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]"
"338","P4HA1",1.47157274282966e-239,0.25450600035181,0.105,0.569,3.06734622515415e-235,"prolyl 4-hydroxylase subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:8546]"
"339","HSPA4L",1.73313973774079e-239,0.262634006793887,0.11,0.583,3.61255646934691e-235,"heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]"
"340","IK",2.69849291869707e-239,0.403877977911411,0.171,0.744,5.62473863973217e-235,"IK cytokine [Source:HGNC Symbol;Acc:HGNC:5958]"
"341","SLC1A5",5.74674451244104e-239,0.266316959034178,0.213,0.861,1.19785142617321e-234,"solute carrier family 1 member 5 [Source:HGNC Symbol;Acc:HGNC:10943]"
"342","MCTS1",6.5392506426941e-239,0.353177163640026,0.162,0.719,1.36304140396316e-234,"MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]"
"343","BRIX1",1.85303555543195e-238,0.285063993742918,0.122,0.613,3.86246731174235e-234,"biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]"
"344","PSME3",6.42784650792934e-238,0.354656061469816,0.144,0.67,1.33982032611279e-233,"proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]"
"345","U2SURP",1.06040268916603e-237,0.396530516891598,0.216,0.867,2.21030336529767e-233,"U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]"
"346","RIF1",1.40715845077753e-237,0.342649354514565,0.137,0.65,2.93308107480067e-233,"replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]"
"347","DDHD1",2.7858840170565e-237,0.31681136321905,0.116,0.596,5.80689664515257e-233,"DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]"
"348","POLR1D",3.10573611945573e-237,-0.299930174162841,0.278,0.996,6.47359636739353e-233,"RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]"
"349","SLC3A2",3.50219745983058e-237,0.311912321127089,0.164,0.721,7.29998038527086e-233,"solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]"
"350","BAG5",6.97414573802595e-237,0.324070377302103,0.122,0.61,1.45369093763413e-232,"BCL2 associated athanogene 5 [Source:HGNC Symbol;Acc:HGNC:941]"
"351","VPS26A",5.86438485660481e-236,0.328631016171657,0.118,0.598,1.22237237951071e-231,"VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]"
"352","MBNL1",6.40449042636948e-236,0.411805841129051,0.181,0.769,1.33495198447246e-231,"muscleblind like splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:6923]"
"353","NIFK",8.84558069823044e-236,0.336791457401688,0.149,0.681,1.84377284073915e-231,"nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]"
"354","UFL1",2.88373494470318e-235,0.2590996011336,0.101,0.555,6.0108571187393e-231,"UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]"
"355","UBA6",2.99739775864468e-235,0.268704987299627,0.101,0.555,6.24777588811897e-231,"ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]"
"356","GLO1",3.62358248662369e-235,0.389980828585576,0.195,0.806,7.55299533511841e-231,"glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]"
"357","ZNF207",4.33768906625914e-235,0.387630860978312,0.228,0.9,9.04147908971055e-231,"zinc finger protein 207 [Source:HGNC Symbol;Acc:HGNC:12998]"
"358","LTBP1",9.37894346761875e-235,0.276694180227386,0.126,0.618,1.95494697639045e-230,"latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"359","B4GALT5",2.65272587837799e-234,0.373498739011315,0.155,0.694,5.52934182089108e-230,"beta-1,4-galactosyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:928]"
"360","TWISTNB",3.05394664069648e-234,0.388782519891502,0.173,0.742,6.36564637786774e-230,"TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027]"
"361","RBM14",3.46049313662463e-234,0.302045902152942,0.122,0.607,7.21305189398039e-230,"RNA binding motif protein 14 [Source:HGNC Symbol;Acc:HGNC:14219]"
"362","HSPA4",3.61270407661943e-234,0.324524344294199,0.137,0.647,7.53032037730554e-230,"heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]"
"363","AKAP13",4.88261582378482e-234,0.272660795173588,0.102,0.555,1.01773244230971e-229,"A-kinase anchoring protein 13 [Source:HGNC Symbol;Acc:HGNC:371]"
"364","IPO7",5.92186344859199e-234,0.327018491224568,0.134,0.639,1.23435321722451e-229,"importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]"
"365","TFAM",2.41801004539023e-232,0.327392993035016,0.228,0.895,5.04010013861139e-228,"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]"
"366","IGFBP2",7.99958262695673e-232,-0.387016675132896,0.303,0.995,1.66743300276286e-227,"insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]"
"367","PDCD10",1.0347555556637e-231,0.403224562235197,0.188,0.782,2.15684448022542e-227,"programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]"
"368","CPSF2",2.21749312308512e-231,0.267961257786363,0.103,0.555,4.62214266575863e-227,"cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]"
"369","PHACTR2",2.63772775693422e-231,0.337918478619668,0.148,0.672,5.49807973655368e-227,"phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]"
"370","HSPA9",6.72313075542838e-231,0.384358621741928,0.195,0.798,1.40136937466149e-226,"heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]"
"371","KPNA4",9.01963065126235e-231,0.328974689289384,0.131,0.627,1.88005181294912e-226,"karyopherin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6397]"
"372","CSNK2A1",3.77797330725002e-230,0.398393493668326,0.231,0.9,7.87480756163193e-226,"casein kinase 2 alpha 1 [Source:HGNC Symbol;Acc:HGNC:2457]"
"373","LSM14A",5.18239136074592e-230,0.252651219917051,0.249,0.953,1.08021765523388e-225,"LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]"
"374","GTPBP4",5.23277719552963e-230,0.346150324779646,0.138,0.643,1.0907200786362e-225,"GTP binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21535]"
"375","ATP2A2",8.14001367769257e-230,0.37314656806983,0.214,0.851,1.69670445097824e-225,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]"
"376","TFAP2A",1.04633773528957e-229,0.274864618131047,0.124,0.608,2.18098637543757e-225,"transcription factor AP-2 alpha [Source:HGNC Symbol;Acc:HGNC:11742]"
"377","EIF4EBP2",1.26175072477208e-229,0.390278832028754,0.221,0.871,2.62999321071492e-225,"eukaryotic translation initiation factor 4E binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3289]"
"378","ZNF451",1.72846271981016e-229,0.277551514567228,0.107,0.562,3.6028076931723e-225,"zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]"
"379","SPTLC1",1.8045373325354e-229,0.299888084358733,0.115,0.584,3.76137761593678e-225,"serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]"
"380","RRM1",1.07853727660162e-228,0.282027646301224,0.127,0.612,2.24810309934842e-224,"ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]"
"381","CCAR1",2.15036828074726e-228,0.409474955673469,0.176,0.744,4.48222764438958e-224,"cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]"
"382","APEX1",3.03823198868942e-228,0.315583266986193,0.238,0.919,6.33289075722423e-224,"apurinic/apyrimidinic endodeoxyribonuclease 1 [Source:HGNC Symbol;Acc:HGNC:587]"
"383","NAA15",1.10476203227984e-227,0.305667583119058,0.117,0.586,2.30276598008409e-223,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]"
"384","EZH2",2.07965345962358e-227,0.305499516668132,0.192,0.787,4.3348296712394e-223,"enhancer of zeste 2 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:3527]"
"385","SLC16A1",9.82768876842579e-227,0.394373777739127,0.179,0.749,2.04848344689067e-222,"solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]"
"386","EGFR",1.88481334745921e-226,0.281502818369525,0.108,0.561,3.92870494144398e-222,"epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
"387","BCLAF1",2.16066395402528e-226,0.39508299375304,0.222,0.868,4.5036879457703e-222,"BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]"
"388","TCERG1",6.37591225703569e-226,0.383821198114526,0.154,0.682,1.32899515085652e-221,"transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]"
"389","MSH2",8.75701884046171e-226,0.287828389427905,0.127,0.609,1.82531300710584e-221,"mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]"
"390","PSMD13",1.45466966105641e-225,0.367435901201214,0.163,0.703,3.03211344150599e-221,"proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]"
"391","PPP1R12A",2.62535426028441e-225,0.365530742606145,0.142,0.647,5.47228842013681e-221,"protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]"
"392","SREK1",4.56421031992106e-225,0.395409124376448,0.178,0.743,9.51363999084347e-221,"splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]"
"393","TXLNA",6.97251519195763e-225,0.336088537322194,0.135,0.629,1.45335106661165e-220,"taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]"
"394","LEPROTL1",1.21063536335293e-224,0.392797931840324,0.176,0.739,2.52344835137284e-220,"leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]"
"395","SRSF4",3.08739380341794e-224,0.303048327023751,0.234,0.9,6.43536364384435e-220,"serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]"
"396","ATP13A3",3.54620278873364e-224,0.315735334957172,0.125,0.602,7.39170509283639e-220,"ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]"
"397","PSMC3",3.6840003827206e-224,0.344670600792986,0.207,0.824,7.67893039774282e-220,"proteasome 26S subunit, ATPase 3 [Source:HGNC Symbol;Acc:HGNC:9549]"
"398","S100A14",7.70603379457863e-224,-0.602938099657432,0.52,0.998,1.60624568414197e-219,"S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]"
"399","RBM28",1.04066611889329e-223,0.343320873516664,0.142,0.645,2.16916445822117e-219,"RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]"
"400","UBR4",1.09899182965746e-223,0.337735680940721,0.139,0.639,2.290738569738e-219,"ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]"
"401","PNO1",1.20921908180073e-222,0.369986896685683,0.142,0.645,2.52049625410543e-218,"partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]"
"402","CDC42SE2",1.30106196623244e-222,0.407594832638326,0.171,0.722,2.7119335624149e-218,"CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]"
"403","RRAGA",2.92253814627119e-222,0.288491729797616,0.117,0.579,6.09173851208768e-218,"Ras related GTP binding A [Source:HGNC Symbol;Acc:HGNC:16963]"
"404","CNOT2",4.8996863024642e-222,0.30272558202651,0.113,0.569,1.02129061288564e-217,"CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]"
"405","C1D",1.25079352693014e-221,0.407042784796364,0.189,0.771,2.60715402753318e-217,"C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]"
"406","AHNAK",1.97498018327824e-221,0.39302319826445,0.184,0.756,4.11664869402516e-217,"AHNAK nucleoprotein [Source:HGNC Symbol;Acc:HGNC:347]"
"407","RPA2",1.53157367204817e-220,0.324316333302696,0.134,0.621,3.1924121620172e-216,"replication protein A2 [Source:HGNC Symbol;Acc:HGNC:10290]"
"408","VCP",1.54732124036142e-220,0.384338800620264,0.23,0.884,3.22523639340934e-216,"valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"409","KDM5A",1.55045041804822e-220,0.257196989909783,0.099,0.529,3.2317588513797e-216,"lysine demethylase 5A [Source:HGNC Symbol;Acc:HGNC:9886]"
"410","TMEM87A",3.64789410068491e-220,0.288902743834155,0.11,0.557,7.60367046346762e-216,"transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]"
"411","MT-ATP8",6.82219875650677e-220,0.402288372603197,0.186,0.76,1.42201910880627e-215,"mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]"
"412","BACE2",1.11075378425858e-219,-0.289307167154331,0.293,0.995,2.31525518790859e-215,"beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]"
"413","SEC31A",1.27454690745692e-219,0.29795385579031,0.113,0.565,2.6566655739032e-215,"SEC31 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:17052]"
"414","TXNRD1",1.71606766508415e-219,0.37446239699219,0.205,0.811,3.57697144110141e-215,"thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]"
"415","ACLY",2.8877510422179e-219,0.372917245177726,0.145,0.648,6.01922827239898e-215,"ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
"416","TSPAN6",3.70790030199908e-219,0.305308796700131,0.11,0.556,7.72874738948689e-215,"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"417","TMBIM4",1.58599768106282e-218,0.401029534573766,0.214,0.836,3.30585356640733e-214,"transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:HGNC:24257]"
"418","AGO2",2.0068793258676e-218,0.394224827902101,0.165,0.7,4.18313926683842e-214,"argonaute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263]"
"419","G3BP2",4.88806786013284e-218,0.420996927198777,0.196,0.783,1.01886886476609e-213,"G3BP stress granule assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:30291]"
"420","EPB41L4B",5.70402066802995e-218,0.250088614133163,0.092,0.51,1.18894606804416e-213,"erythrocyte membrane protein band 4.1 like 4B [Source:HGNC Symbol;Acc:HGNC:19818]"
"421","POLE3",8.30363396421766e-218,0.372900095482619,0.194,0.778,1.73080946350153e-213,"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]"
"422","TP53",1.30592375190984e-217,0.323722731198993,0.139,0.631,2.72206746848088e-213,"tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]"
"423","YTHDF2",1.9268727380472e-217,0.423313215083127,0.218,0.845,4.01637353518558e-213,"YTH N6-methyladenosine RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:31675]"
"424","GNAI3",4.64697128121065e-217,0.373008079039402,0.146,0.648,9.68614693855547e-213,"G protein subunit alpha i3 [Source:HGNC Symbol;Acc:HGNC:4387]"
"425","UBE2T",2.27816418384348e-216,0.259020151439721,0.149,0.654,4.74860542480335e-212,"ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]"
"426","RCC2",2.39459382563091e-216,0.370299763821115,0.231,0.879,4.99129137014508e-212,"regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]"
"427","PRKAR2A",1.36586973371578e-215,0.378324060481032,0.231,0.878,2.84701887295717e-211,"protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]"
"428","ACP1",2.33938227994048e-215,-0.310598319798962,0.295,1,4.87620842430794e-211,"acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]"
"429","MAGT1",3.10412177412502e-215,0.27310359598185,0.102,0.532,6.47023142598618e-211,"magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"430","LMO7",4.41371748898613e-215,0.295427113712647,0.245,0.918,9.19995273404268e-211,"LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646]"
"431","DERL1",8.59454022131074e-215,0.266084323162942,0.1,0.525,1.79144596373001e-210,"derlin 1 [Source:HGNC Symbol;Acc:HGNC:28454]"
"432","TIGAR",2.44952278780813e-214,0.28314259175838,0.104,0.536,5.10578529890726e-210,"TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]"
"433","MMADHC",2.77681612023143e-214,0.408684099954758,0.214,0.83,5.78799552101038e-210,"metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]"
"434","ALYREF",2.90241124526445e-214,0.346637499390055,0.211,0.819,6.04978599962923e-210,"Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]"
"435","TCOF1",2.97022148044752e-214,0.313506130819095,0.13,0.604,6.19112965384482e-210,"treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]"
"436","IFI6",4.28808218935135e-214,1.74391377327773,0.528,0.221,8.93807851548396e-210,"interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]"
"437","MRTO4",9.95957632510447e-214,0.389389751473527,0.187,0.752,2.07597408920478e-209,"MRT4 homolog, ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:18477]"
"438","PABPC1",1.20974425202029e-213,-0.44084233593373,0.537,1,2.52159091891109e-209,"poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]"
"439","SRSF1",2.63753157855513e-213,0.369381337137959,0.243,0.909,5.49767082234031e-209,"serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]"
"440","IQGAP1",5.45922322909657e-213,0.283949771829393,0.254,0.941,1.13792048987289e-208,"IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
"441","KRR1",1.33441407776476e-212,0.380247963149469,0.153,0.661,2.78145270369286e-208,"KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176]"
"442","NDFIP1",1.71983415189766e-212,0.428714102057849,0.173,0.714,3.58482230621548e-208,"Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]"
"443","GPRC5A",2.51410533984771e-212,0.340548265769318,0.173,0.713,5.24040117037858e-208,"G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]"
"444","CEBPZ",3.42825316627046e-212,0.283335077504937,0.255,0.942,7.14585089977414e-208,"CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]"
"445","SYNCRIP",1.18165971065724e-211,0.404591466536443,0.233,0.877,2.46305150089396e-207,"synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]"
"446","DBI",2.43963493903361e-211,-0.313035432862051,0.308,0.992,5.08517506692166e-207,"diazepam binding inhibitor, acyl-CoA binding protein [Source:HGNC Symbol;Acc:HGNC:2690]"
"447","ACBD3",8.6147711312016e-211,0.306547675783303,0.108,0.542,1.79566289458766e-206,"acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]"
"448","FBXO21",2.26542371528918e-210,0.256937078299265,0.094,0.505,4.72204919214876e-206,"F-box protein 21 [Source:HGNC Symbol;Acc:HGNC:13592]"
"449","APOBEC3C",2.89401996244725e-210,0.311597057316624,0.137,0.616,6.03229520972505e-206,"apolipoprotein B mRNA editing enzyme catalytic subunit 3C [Source:HGNC Symbol;Acc:HGNC:17353]"
"450","MKLN1",3.61925086508749e-210,0.333988179295631,0.121,0.574,7.54396650318837e-206,"muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]"
"451","AHCYL1",5.56421738222336e-210,0.427485229366059,0.203,0.791,1.15980547115064e-205,"adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]"
"452","BTG3",6.58524942060036e-210,0.265717185923929,0.113,0.554,1.37262938922994e-205,"BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]"
"453","IMMT",2.83471390345207e-209,0.43511162561356,0.222,0.845,5.90867766035549e-205,"inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]"
"454","NIP7",7.45313407267103e-209,0.3963966323199,0.161,0.676,1.55353126610755e-204,"nucleolar pre-rRNA processing protein NIP7 [Source:HGNC Symbol;Acc:HGNC:24328]"
"455","SMARCC1",1.34462090121419e-208,0.414982512948384,0.228,0.861,2.80272780649085e-204,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]"
"456","DHX15",2.30621367264274e-208,0.423745021931149,0.178,0.721,4.80707177925653e-204,"DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]"
"457","SF1",4.52388475613982e-208,0.334337011237396,0.252,0.928,9.42958538569783e-204,"splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"458","UQCRC2",9.07864424400549e-207,0.269534172467592,0.253,0.929,1.8923526062205e-202,"ubiquinol-cytochrome c reductase core protein 2 [Source:HGNC Symbol;Acc:HGNC:12586]"
"459","DCUN1D1",1.88159909340091e-206,0.333246461848853,0.122,0.573,3.92200515028486e-202,"defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]"
"460","PPP1CC",3.24924025038611e-206,0.32879908769982,0.25,0.92,6.77271637790481e-202,"protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]"
"461","APP",3.53778159301538e-206,0.408673482274622,0.238,0.884,7.37415195248126e-202,"amyloid beta precursor protein [Source:HGNC Symbol;Acc:HGNC:620]"
"462","ERO1A",6.54953692972004e-206,0.374766048586573,0.252,0.925,1.36518547763085e-201,"endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]"
"463","PRKCI",8.28207847815905e-206,0.259018554543367,0.09,0.488,1.72631643798747e-201,"protein kinase C iota [Source:HGNC Symbol;Acc:HGNC:9404]"
"464","SMC2",1.8218080882983e-205,0.327245686700964,0.165,0.682,3.79737677924897e-201,"structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]"
"465","RFWD3",2.94078046819261e-205,0.268803497604382,0.101,0.517,6.12976280790067e-201,"ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539]"
"466","PSMD10",3.3007752993466e-205,0.280252298685388,0.099,0.512,6.88013603395806e-201,"proteasome 26S subunit, non-ATPase 10 [Source:HGNC Symbol;Acc:HGNC:9555]"
"467","RBM3",3.38467140460658e-205,0.287952704295841,0.261,0.949,7.05500907576195e-201,"RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]"
"468","AKIRIN2",5.18259823694455e-205,0.406227545280077,0.176,0.711,1.08026077650872e-200,"akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]"
"469","CDCA4",5.45683413814534e-204,0.2726626158957,0.132,0.594,1.13742250775501e-199,"cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]"
"470","TSR1",1.32741016958452e-203,0.269898780125669,0.098,0.505,2.76685375748198e-199,"TSR1 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:25542]"
"471","FOXP1",1.42351466927703e-203,0.434741778220566,0.205,0.787,2.96717397664105e-199,"forkhead box P1 [Source:HGNC Symbol;Acc:HGNC:3823]"
"472","TMEM54",2.12273192773509e-203,-0.449479875215997,0.368,1,4.42462243017102e-199,"transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]"
"473","COX5A",2.83853216491738e-203,-0.426785792498251,0.348,0.999,5.91663644455379e-199,"cytochrome c oxidase subunit 5A [Source:HGNC Symbol;Acc:HGNC:2267]"
"474","TCF7L2",3.93052199257947e-202,0.427797079309648,0.173,0.699,8.19278004133266e-198,"transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]"
"475","SF3A3",5.92420938010061e-202,0.431385809319006,0.178,0.713,1.23484220318817e-197,"splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]"
"476","IGF2BP3",7.35524846771504e-202,0.378230530789848,0.175,0.704,1.53312799061052e-197,"insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]"
"477","LPXN",8.36869432999512e-202,0.355700266331647,0.196,0.76,1.74437064614418e-197,"leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]"
"478","LAMP2",1.40639624266835e-201,0.302464145291126,0.109,0.533,2.93149232821792e-197,"lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"479","EXOSC6",8.35411691417906e-201,0.425492319235251,0.18,0.714,1.74133212959148e-196,"exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]"
"480","IDH3A",1.30003269397931e-200,0.292778695350679,0.109,0.532,2.70978814733046e-196,"isocitrate dehydrogenase (NAD(+)) 3 alpha [Source:HGNC Symbol;Acc:HGNC:5384]"
"481","BAZ1B",2.10525495394898e-200,0.291533813995342,0.256,0.927,4.38819342601126e-196,"bromodomain adjacent to zinc finger domain 1B [Source:HGNC Symbol;Acc:HGNC:961]"
"482","SF3B1",2.59706751015917e-200,0.454007024897128,0.185,0.729,5.41332751817577e-196,"splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]"
"483","HM13",8.58931402522672e-199,0.350239705287305,0.252,0.915,1.79035661541826e-194,"histocompatibility minor 13 [Source:HGNC Symbol;Acc:HGNC:16435]"
"484","RTN3",1.50937878213756e-198,0.380609135044271,0.246,0.895,3.14614913348752e-194,"reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]"
"485","YIPF6",4.8181337600155e-198,0.30946246762602,0.108,0.526,1.00429180093763e-193,"Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]"
"486","AMD1",6.8669253794732e-198,0.409048169466329,0.239,0.876,1.43134192609739e-193,"adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]"
"487","OST4",7.0947158999854e-198,-0.465440814672972,0.508,1,1.47882258219296e-193,"oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]"
"488","PITPNB",8.32226558917199e-198,0.268411061575607,0.095,0.492,1.73469303940701e-193,"phosphatidylinositol transfer protein beta [Source:HGNC Symbol;Acc:HGNC:9002]"
"489","DDX52",8.33145985688891e-198,0.468328655009925,0.202,0.772,1.73660949256992e-193,"DExD-box helicase 52 [Source:HGNC Symbol;Acc:HGNC:20038]"
