"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1426","ZNF518A",7.68035459802352e-62,0.352496212282124,0.923,0.786,1.38645761203521e-57,"NCC24","ZNF518A","zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]"
"1427","TXNIP",7.99665078821411e-62,0.408923092434254,0.791,0.535,1.44355540028841e-57,"NCC24","TXNIP","thioredoxin interacting protein [Source:HGNC Symbol;Acc:HGNC:16952]"
"1428","CAB39",1.11129528659455e-61,0.363302504132342,0.674,0.407,2.00611025136048e-57,"NCC24","CAB39","calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]"
"1429","THAP12",1.20327120408815e-61,0.369650087092534,0.821,0.622,2.17214517761992e-57,"NCC24","THAP12","THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]"
"1430","ALDH2",1.89177745300913e-61,0.35675830059213,0.976,0.896,3.41503665817207e-57,"NCC24","ALDH2","aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"1431","CDC37L1",1.89673784733114e-61,0.325611525106316,0.607,0.329,3.42399116200218e-57,"NCC24","CDC37L1","cell division cycle 37 like 1 [Source:HGNC Symbol;Acc:HGNC:17179]"
"1432","IRF9",2.14961877125821e-61,0.253620723955716,0.321,0.092,3.88049180587533e-57,"NCC24","IRF9","interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]"
"1433","SLC30A7",2.26492435575265e-61,0.336992249480308,0.616,0.332,4.08864144700468e-57,"NCC24","SLC30A7","solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]"
"1434","R3HDM4",2.36301763392461e-61,0.34224890084521,0.77,0.528,4.26571943276071e-57,"NCC24","R3HDM4","R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]"
"1435","SIAE",2.37123120300158e-61,0.368541397529637,0.62,0.347,4.28054656765844e-57,"NCC24","SIAE","sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]"
"1436","PATJ",2.37417679565134e-61,0.379922549661053,0.846,0.605,4.2858639515098e-57,"NCC24","PATJ","PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]"
"1437","RBM5",2.59510708579888e-61,0.379437612863389,0.706,0.455,4.68468731128413e-57,"NCC24","RBM5","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"1438","METTL1",2.71979763585725e-61,0.271132596642259,0.357,0.118,4.90977869224951e-57,"NCC24","METTL1","methyltransferase like 1 [Source:HGNC Symbol;Acc:HGNC:7030]"
"1439","C19orf33",3.40819238944282e-61,0.362435204656893,0.997,0.996,6.15246890142218e-57,"NCC24","C19orf33","chromosome 19 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:16668]"
"1440","LAMP2",3.48038981262783e-61,0.398685075508689,0.757,0.522,6.28279968975576e-57,"NCC24","LAMP2","lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]"
"1441","DEAF1",6.88833689303146e-61,0.371720861102577,0.696,0.439,1.24348257593004e-56,"NCC24","DEAF1","DEAF1 transcription factor [Source:HGNC Symbol;Acc:HGNC:14677]"
"1442","NKAP",6.94163684315485e-61,0.359900359388619,0.773,0.538,1.25310428292631e-56,"NCC24","NKAP","NFKB activating protein [Source:HGNC Symbol;Acc:HGNC:29873]"
"1443","LINC01003",8.62975610733846e-61,0.354362337116786,0.73,0.464,1.55784357249674e-56,"NCC24","LINC01003","long intergenic non-protein coding RNA 1003 [Source:HGNC Symbol;Acc:HGNC:48957]"
"1444","AP006621.3",9.17618210301515e-61,0.349185751686326,0.644,0.374,1.65648439323629e-56,"NCC24","AP006621.3","novel transcript"
"1445","SH2B3",1.02572761673984e-60,0.254148130502929,0.35,0.113,1.85164349373877e-56,"NCC24","SH2B3","SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]"
"1446","ZNF766",1.05116130596185e-60,0.283542403820765,0.447,0.182,1.89755638952234e-56,"NCC24","ZNF766","zinc finger protein 766 [Source:HGNC Symbol;Acc:HGNC:28063]"
"1447","VEGFA",1.07236615905638e-60,0.374457175315296,0.789,0.551,1.93583539032858e-56,"NCC24","VEGFA","vascular endothelial growth factor A [Source:HGNC Symbol;Acc:HGNC:12680]"
"1448","EGLN1",1.12482480567743e-60,0.352652859872109,0.699,0.443,2.03053373920889e-56,"NCC24","EGLN1","egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]"
"1449","PLEKHG6",1.23411632777215e-60,0.271373083835275,0.429,0.165,2.22782679489429e-56,"NCC24","PLEKHG6","pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]"
"1450","FAM45A",2.22452979520858e-60,0.351761218064836,0.842,0.644,4.01572118631053e-56,"NCC24","FAM45A",NA
"1451","VPS37B",2.30247604087962e-60,0.345805332919586,0.709,0.445,4.15642974899588e-56,"NCC24","VPS37B","VPS37B subunit of ESCRT-I [Source:HGNC Symbol;Acc:HGNC:25754]"
"1452","EHBP1L1",2.41789553048653e-60,0.300794485544276,0.428,0.17,4.36478501163429e-56,"NCC24","EHBP1L1","EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682]"
"1453","COQ5",3.34480575550219e-60,0.2876231770353,0.47,0.2,6.03804334983254e-56,"NCC24","COQ5","coenzyme Q5, methyltransferase [Source:HGNC Symbol;Acc:HGNC:28722]"
"1454","STK25",3.37565629898472e-60,0.35244116929283,0.794,0.558,6.09373475092721e-56,"NCC24","STK25","serine/threonine kinase 25 [Source:HGNC Symbol;Acc:HGNC:11404]"
"1455","CPSF2",3.47146104898623e-60,0.352411585613313,0.781,0.541,6.26668148562994e-56,"NCC24","CPSF2","cleavage and polyadenylation specific factor 2 [Source:HGNC Symbol;Acc:HGNC:2325]"
"1456","AZIN1-AS1",5.37421746026871e-60,0.320988973093598,0.524,0.247,9.70153735927707e-56,"NCC24","AZIN1-AS1","AZIN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51558]"
"1457","SESN2",5.43591818053924e-60,0.386037223180995,0.673,0.402,9.81291949950944e-56,"NCC24","SESN2","sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]"
"1458","UBXN7",6.15417751286523e-60,0.331825920908075,0.56,0.284,1.11095212462243e-55,"NCC24","UBXN7","UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]"
"1459","HERPUD1",6.23146312084369e-60,0.401270832820584,0.865,0.69,1.1249037225747e-55,"NCC24","HERPUD1","homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]"
"1460","LYPLAL1",6.65712471278104e-60,0.379616309208652,0.626,0.356,1.20174415315123e-55,"NCC24","LYPLAL1","lysophospholipase like 1 [Source:HGNC Symbol;Acc:HGNC:20440]"
"1461","TWSG1",7.24785446878468e-60,0.313839171513317,0.488,0.219,1.30838268870501e-55,"NCC24","TWSG1","twisted gastrulation BMP signaling modulator 1 [Source:HGNC Symbol;Acc:HGNC:12429]"
"1462","PUM1",7.26881506450784e-60,0.353837977886254,0.85,0.664,1.31216649544496e-55,"NCC24","PUM1","pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]"
"1463","TRAPPC9",7.79395223343398e-60,0.253982333298527,0.347,0.111,1.4069642571795e-55,"NCC24","TRAPPC9","trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]"
"1464","AC023043.1",8.7153989230209e-60,0.271978910687575,0.361,0.122,1.57330381358373e-55,"NCC24","AC023043.1","novel transcript, antisense to MOCOS"
"1465","MMAB",1.05830990542349e-59,0.396465712474505,0.775,0.547,1.91046104127049e-55,"NCC24","MMAB","metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331]"
"1466","TLK1",1.98129011295064e-59,0.394496970193428,0.847,0.651,3.5766249118985e-55,"NCC24","TLK1","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]"
"1467","SYNJ2BP",2.36103439323309e-59,0.355595057314285,0.863,0.682,4.26213928666437e-55,"NCC24","SYNJ2BP","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]"
"1468","JRKL",2.58645267968912e-59,0.315050743048412,0.526,0.253,4.6690643773748e-55,"NCC24","JRKL","JRK like [Source:HGNC Symbol;Acc:HGNC:6200]"
"1469","CLYBL",2.76446987324855e-59,0.325565037451787,0.546,0.269,4.99042101518828e-55,"NCC24","CLYBL","citrate lyase beta like [Source:HGNC Symbol;Acc:HGNC:18355]"
"1470","EIF4G2",3.78180873222173e-59,0.29318305588993,0.999,0.989,6.82692112340666e-55,"NCC24","EIF4G2","eukaryotic translation initiation factor 4 gamma 2 [Source:HGNC Symbol;Acc:HGNC:3297]"
"1471","YIPF6",4.55235909110383e-59,0.352381972592042,0.742,0.513,8.21791863126063e-55,"NCC24","YIPF6","Yip1 domain family member 6 [Source:HGNC Symbol;Acc:HGNC:28304]"
"1472","RAP1B",4.89775056441658e-59,0.368887401968236,0.924,0.821,8.84141931888482e-55,"NCC24","RAP1B","RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]"
"1473","SSSCA1",5.3860859350226e-59,0.389284628338014,0.807,0.591,9.72296232990279e-55,"NCC24","SSSCA1",NA
"1474","MANBAL",6.32912774309514e-59,0.350984777308862,0.816,0.625,1.14253414018353e-54,"NCC24","MANBAL","mannosidase beta like [Source:HGNC Symbol;Acc:HGNC:15799]"
"1475","NKAPD1",6.46405956019613e-59,0.356216926877112,0.751,0.513,1.16689203180661e-54,"NCC24","NKAPD1","NKAP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25569]"
"1476","MAPK1",6.56960062177456e-59,0.351401470684198,0.793,0.579,1.18594430424274e-54,"NCC24","MAPK1","mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:HGNC:6871]"
"1477","ZNF644",8.30095039452421e-59,0.375189587522478,0.726,0.491,1.49848756521951e-54,"NCC24","ZNF644","zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]"
"1478","COPG1",9.46315096221141e-59,0.339261536334009,0.59,0.318,1.7082880116984e-54,"NCC24","COPG1","coatomer protein complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]"
"1479","OMA1",1.27425217571701e-58,0.264432971460693,0.403,0.152,2.30028002760435e-54,"NCC24","OMA1","OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]"
"1480","ARL1",1.29786842773539e-58,0.371124766879993,0.803,0.592,2.34291208574792e-54,"NCC24","ARL1","ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]"
"1481","SRD5A1",1.48692657849858e-58,0.363518740553355,0.778,0.57,2.68419985950564e-54,"NCC24","SRD5A1","steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]"
"1482","TRAF4",1.53219832730543e-58,0.361045443900232,0.887,0.75,2.76592442045175e-54,"NCC24","TRAF4","TNF receptor associated factor 4 [Source:HGNC Symbol;Acc:HGNC:12034]"
"1483","ZNF362",1.85779377327199e-58,0.267774879621398,0.393,0.145,3.35368931951059e-54,"NCC24","ZNF362","zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079]"
"1484","CASK",2.05786006625326e-58,0.364444271878157,0.741,0.505,3.71484899160039e-54,"NCC24","CASK","calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol;Acc:HGNC:1497]"
"1485","ATP13A3",2.39280601934504e-58,0.35650582278973,0.803,0.593,4.31949342612167e-54,"NCC24","ATP13A3","ATPase 13A3 [Source:HGNC Symbol;Acc:HGNC:24113]"
"1486","TRIM2",3.80338812402495e-58,0.370428559108447,0.832,0.655,6.86587624148983e-54,"NCC24","TRIM2","tripartite motif containing 2 [Source:HGNC Symbol;Acc:HGNC:15974]"
"1487","GAA",4.44230207808378e-58,0.352790157582295,0.625,0.36,8.01924371135683e-54,"NCC24","GAA","glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]"
"1488","PTPN18",4.61519800606844e-58,0.293744123856887,0.458,0.197,8.33135544055474e-54,"NCC24","PTPN18","protein tyrosine phosphatase non-receptor type 18 [Source:HGNC Symbol;Acc:HGNC:9649]"
"1489","PLEKHF2",5.33259504389011e-58,0.309723476818758,0.562,0.292,9.62640057323043e-54,"NCC24","PLEKHF2","pleckstrin homology and FYVE domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20757]"
"1490","GTF2H3",6.34701112453234e-58,0.336493390534647,0.684,0.413,1.14576244820058e-53,"NCC24","GTF2H3","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
"1491","RAD23B",6.89068596953016e-58,0.300822311631234,0.966,0.889,1.24390663121959e-53,"NCC24","RAD23B","RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]"
"1492","EIF5B",9.14095814383877e-58,0.267982763129362,0.999,0.996,1.65012576412578e-53,"NCC24","EIF5B","eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:HGNC:30793]"
"1493","CCDC90B",1.03336482175751e-57,0.343929140724126,0.909,0.792,1.86543017623665e-53,"NCC24","CCDC90B","coiled-coil domain containing 90B [Source:HGNC Symbol;Acc:HGNC:28108]"
"1494","TNIK",1.21807182845191e-57,0.362943201790958,0.776,0.56,2.19886326472138e-53,"NCC24","TNIK","TRAF2 and NCK interacting kinase [Source:HGNC Symbol;Acc:HGNC:30765]"
"1495","PRDX3",1.24056529140188e-57,0.283753188500107,0.99,0.961,2.23946846403868e-53,"NCC24","PRDX3","peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]"
"1496","SCFD1",1.85535374578006e-57,0.351352358826772,0.801,0.595,3.34928458188216e-53,"NCC24","SCFD1","sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]"
"1497","SMCO4",1.86561826318254e-57,0.393485482525861,0.88,0.72,3.36781408869712e-53,"NCC24","SMCO4","single-pass membrane protein with coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:24810]"
"1498","TRAK2",1.91185342941503e-57,0.293057168815048,0.477,0.215,3.45127781078001e-53,"NCC24","TRAK2","trafficking kinesin protein 2 [Source:HGNC Symbol;Acc:HGNC:13206]"
"1499","TERF1",1.93064579092628e-57,0.383136801604744,0.837,0.652,3.48520178178012e-53,"NCC24","TERF1","telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]"
"1500","RAB3GAP2",2.302771850345e-57,0.322445292702229,0.692,0.421,4.1569637442428e-53,"NCC24","RAB3GAP2","RAB3 GTPase activating non-catalytic protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:17168]"
"1501","TWF1",2.74765773046496e-57,0.359593522472813,0.863,0.705,4.96007173503535e-53,"NCC24","TWF1","twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]"
"1502","SCAMP1-AS1",2.9992901065085e-57,0.258596081130952,0.463,0.199,5.41431850026914e-53,"NCC24","SCAMP1-AS1","SCAMP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50544]"
"1503","ATP2B4",3.28358022719875e-57,0.292238590294914,0.403,0.158,5.92751902613919e-53,"NCC24","ATP2B4","ATPase plasma membrane Ca2+ transporting 4 [Source:HGNC Symbol;Acc:HGNC:817]"
"1504","ZNF566",3.47350467948683e-57,0.263513383836082,0.373,0.134,6.27037064740963e-53,"NCC24","ZNF566","zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]"
"1505","LIN7B",4.57133236617746e-57,0.280159951791753,0.434,0.18,8.25216918742355e-53,"NCC24","LIN7B","lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]"
"1506","CUL4B",4.58189270466062e-57,0.27605698033635,0.509,0.236,8.27123271045335e-53,"NCC24","CUL4B","cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]"
"1507","PRSS23",1.3680380321233e-56,0.72675048295667,0.949,0.847,2.46958225558899e-52,"NCC24","PRSS23","serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]"
"1508","TSNAX",1.3906834756569e-56,0.354311591276418,0.645,0.396,2.51046181025584e-52,"NCC24","TSNAX","translin associated factor X [Source:HGNC Symbol;Acc:HGNC:12380]"
"1509","SH3BP2",1.72082557843259e-56,0.291655504925794,0.454,0.197,3.10643433418652e-52,"NCC24","SH3BP2","SH3 domain binding protein 2 [Source:HGNC Symbol;Acc:HGNC:10825]"
"1510","ERGIC1",1.7218962185106e-56,0.349597917803012,0.714,0.468,3.10836705365534e-52,"NCC24","ERGIC1","endoplasmic reticulum-golgi intermediate compartment 1 [Source:HGNC Symbol;Acc:HGNC:29205]"
"1511","STAG2",2.38308221718013e-56,0.327902828507745,0.922,0.794,4.30194001845357e-52,"NCC24","STAG2","stromal antigen 2 [Source:HGNC Symbol;Acc:HGNC:11355]"
"1512","SLC23A2",2.40743813630001e-56,0.262815020723307,0.418,0.167,4.34590732364878e-52,"NCC24","SLC23A2","solute carrier family 23 member 2 [Source:HGNC Symbol;Acc:HGNC:10973]"
"1513","MRPL1",2.97863136877058e-56,0.357337863256024,0.835,0.642,5.37702534690465e-52,"NCC24","MRPL1","mitochondrial ribosomal protein L1 [Source:HGNC Symbol;Acc:HGNC:14275]"
"1514","LYZ",3.24635706488203e-56,0.693475273178747,1,1,5.86032377352505e-52,"NCC24","LYZ","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]"
"1515","FSTL3",3.90279527253864e-56,0.297516479844061,0.31,0.096,7.04532602598674e-52,"NCC24","FSTL3","follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]"
"1516","ZFP36",4.39516618421133e-56,0.410260482826175,0.875,0.751,7.9341539957383e-52,"NCC24","ZFP36","ZFP36 ring finger protein [Source:HGNC Symbol;Acc:HGNC:12862]"
"1517","SDHC",4.63375017325812e-56,0.31663279928325,0.959,0.886,8.36484581276555e-52,"NCC24","SDHC","succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]"
"1518","MOSPD1",4.9228381736026e-56,0.301988079810762,0.481,0.22,8.88670747098742e-52,"NCC24","MOSPD1","motile sperm domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25235]"
"1519","USP11",5.16358615622398e-56,0.283092940248953,0.44,0.184,9.32130572921552e-52,"NCC24","USP11","ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]"
"1520","PTAR1",5.57646593833242e-56,0.327234934634263,0.591,0.332,1.00666363118777e-51,"NCC24","PTAR1","protein prenyltransferase alpha subunit repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:30449]"
"1521","DDHD2",8.82526354186118e-56,0.254023032945819,0.394,0.151,1.59313657457678e-51,"NCC24","DDHD2","DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]"
"1522","APOLD1",8.94589042717271e-56,0.403592535365498,0.415,0.172,1.61491213991322e-51,"NCC24","APOLD1","apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]"
"1523","GPR180",9.06260465002787e-56,0.375179712519312,0.669,0.43,1.63598139142303e-51,"NCC24","GPR180","G protein-coupled receptor 180 [Source:HGNC Symbol;Acc:HGNC:28899]"
"1524","IRF8",1.26334787334063e-55,0.396942057007352,0.472,0.226,2.2805955809545e-51,"NCC24","IRF8","interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]"
"1525","POLD3",1.5394415211365e-55,0.505472577433066,0.681,0.464,2.77899983395561e-51,"NCC24","POLD3","DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]"
"1526","CENPT",1.57801556755766e-55,0.346780651871253,0.585,0.324,2.84863370255509e-51,"NCC24","CENPT","centromere protein T [Source:HGNC Symbol;Acc:HGNC:25787]"
"1527","MYO10",1.62852448077632e-55,0.425952722701838,0.754,0.557,2.93981239269742e-51,"NCC24","MYO10","myosin X [Source:HGNC Symbol;Acc:HGNC:7593]"
"1528","TCTA",2.13096329646494e-55,0.281234485261335,0.483,0.222,3.84681494277851e-51,"NCC24","TCTA","T cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]"
"1529","HAX1",2.58347111335282e-55,0.303173732760959,0.986,0.939,4.66368205382451e-51,"NCC24","HAX1","HCLS1 associated protein X-1 [Source:HGNC Symbol;Acc:HGNC:16915]"
"1530","TNK2",2.71562885335028e-55,0.312717618955227,0.478,0.222,4.90225320606793e-51,"NCC24","TNK2","tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297]"
"1531","NOL3",3.53605434957741e-55,0.337722510788935,0.625,0.37,6.38328531185714e-51,"NCC24","NOL3","nucleolar protein 3 [Source:HGNC Symbol;Acc:HGNC:7869]"
"1532","PBRM1",3.77605433126616e-55,0.357787217710427,0.771,0.546,6.81653327880167e-51,"NCC24","PBRM1","polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]"
"1533","R3HDM2",4.34267513859802e-55,0.361015672420157,0.741,0.499,7.83939716019714e-51,"NCC24","R3HDM2","R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]"
"1534","C12orf65",4.84398836603603e-55,0.336974960185804,0.648,0.39,8.74436779836824e-51,"NCC24","C12orf65","chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]"
"1535","SYBU",5.14685735044239e-55,0.251711521170967,0.295,0.088,9.2911068890186e-51,"NCC24","SYBU","syntabulin [Source:HGNC Symbol;Acc:HGNC:26011]"
"1536","BOK",5.18944314809796e-55,0.328456766285296,0.61,0.348,9.36798277094643e-51,"NCC24","BOK","BCL2 family apoptosis regulator BOK [Source:HGNC Symbol;Acc:HGNC:1087]"
"1537","ACSS1",5.54557825516843e-55,0.303316527909882,0.535,0.265,1.001087786623e-50,"NCC24","ACSS1","acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]"
"1538","DAAM1",6.07877455834371e-55,0.361144803405273,0.851,0.677,1.09734038327221e-50,"NCC24","DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:HGNC:18142]"
"1539","C9orf152",7.10436127534325e-55,0.397863578708888,0.781,0.588,1.28247929742496e-50,"NCC24","C9orf152","chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]"
"1540","PXN-AS1",7.80834362114986e-55,0.280471169430518,0.452,0.198,1.40956219048997e-50,"NCC24","PXN-AS1","PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123]"
"1541","ZNF395",8.47645022718469e-55,0.282246075334826,0.393,0.154,1.53016879501138e-50,"NCC24","ZNF395","zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]"
"1542","PPP3CB",1.05886511117882e-54,0.251225483007938,0.367,0.134,1.9114632987e-50,"NCC24","PPP3CB","protein phosphatase 3 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9315]"
"1543","VCPIP1",1.16874823334965e-54,0.266532009543407,0.457,0.2,2.1098243108428e-50,"NCC24","VCPIP1","valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]"
"1544","NPAT",1.42735746357037e-54,0.274424205179259,0.459,0.2,2.57666569323723e-50,"NCC24","NPAT","nuclear protein, coactivator of histone transcription [Source:HGNC Symbol;Acc:HGNC:7896]"
"1545","EIF4A2",1.45604024609747e-54,0.292080258567367,0.997,0.982,2.62844385225516e-50,"NCC24","EIF4A2","eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:HGNC:3284]"
"1546","GALNT3",1.65701799582038e-54,0.363737641298759,0.671,0.416,2.99124888605494e-50,"NCC24","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]"
"1547","RUFY3",1.87738701737337e-54,0.294884485138599,0.541,0.272,3.38905904376241e-50,"NCC24","RUFY3","RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]"
"1548","IMMP2L",2.09563949778216e-54,0.371569455657704,0.6,0.355,3.78304842139635e-50,"NCC24","IMMP2L","inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]"
"1549","MDM4",2.75026352400496e-54,0.382381310403776,0.707,0.45,4.96477571353375e-50,"NCC24","MDM4","MDM4 regulator of p53 [Source:HGNC Symbol;Acc:HGNC:6974]"
"1550","TMEM165",2.77204652487086e-54,0.300625192651669,0.975,0.944,5.00409838669688e-50,"NCC24","TMEM165","transmembrane protein 165 [Source:HGNC Symbol;Acc:HGNC:30760]"
"1551","CBX4",2.80078011637659e-54,0.370892945518811,0.765,0.548,5.05596826608302e-50,"NCC24","CBX4","chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554]"
"1552","STK3",4.64405205143772e-54,0.288491180743046,0.531,0.263,8.38344276325538e-50,"NCC24","STK3","serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]"
"1553","UBE2W",7.06472534608988e-54,0.27762276236946,0.509,0.245,1.27532421947615e-49,"NCC24","UBE2W","ubiquitin conjugating enzyme E2 W [Source:HGNC Symbol;Acc:HGNC:25616]"
"1554","WDR13",7.46390966409452e-54,0.346980519232669,0.709,0.473,1.34738497256234e-49,"NCC24","WDR13","WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]"
"1555","PPP2R5A",1.29382553580573e-53,0.325252207252971,0.709,0.455,2.33561385723651e-49,"NCC24","PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]"
"1556","MTMR2",1.35481183540302e-53,0.32960970713455,0.714,0.473,2.44570632526953e-49,"NCC24","MTMR2","myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]"
"1557","MTFR1",1.4171853686714e-53,0.334490005875591,0.718,0.484,2.55830302752561e-49,"NCC24","MTFR1","mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:HGNC:29510]"
"1558","EPM2AIP1",1.94525959544383e-53,0.316157253805451,0.575,0.308,3.5115826216952e-49,"NCC24","EPM2AIP1","EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]"
"1559","TMEM135",2.54666657262805e-53,0.280677343384676,0.454,0.203,4.59724249690816e-49,"NCC24","TMEM135","transmembrane protein 135 [Source:HGNC Symbol;Acc:HGNC:26167]"
"1560","YTHDF3-AS1",3.19018737745214e-53,0.287176026728186,0.399,0.162,5.7589262537766e-49,"NCC24","YTHDF3-AS1","YTHDF3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48728]"
"1561","SETD2",4.09855400368378e-53,0.326089833949269,0.656,0.393,7.39870968744996e-49,"NCC24","SETD2","SET domain containing 2, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:18420]"
"1562","PSD4",5.8926014054651e-53,0.320416835108918,0.567,0.311,1.06373240571456e-48,"NCC24","PSD4","pleckstrin and Sec7 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19096]"
"1563","PYCR2",5.92742616272521e-53,0.340385527039672,0.71,0.477,1.07001897089516e-48,"NCC24","PYCR2","pyrroline-5-carboxylate reductase 2 [Source:HGNC Symbol;Acc:HGNC:30262]"
"1564","AC012360.3",7.2893670649025e-53,0.284128670996141,0.492,0.231,1.3158765425562e-48,"NCC24","AC012360.3","novel transcript"
