"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"330","ADAM17",2.3268865930048e-222,0.268635793540101,0.099,0.619,5.05585918928083e-218,"ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:HGNC:195]"
"331","DDHD1",3.1227051853351e-222,0.253728617220937,0.09,0.594,6.78501382669611e-218,"DDHD domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19714]"
"332","ACP1",6.12952845950233e-222,-0.36988486203652,0.271,0.999,1.33182394368067e-217,"acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]"
"333","OST4",6.72923100162937e-222,-0.588241920958796,0.571,1,1.46212731203403e-217,"oligosaccharyltransferase complex subunit 4, non-catalytic [Source:HGNC Symbol;Acc:HGNC:32483]"
"334","BCLAF1",8.77289394102233e-222,0.352678440969759,0.208,0.904,1.90617439550533e-217,"BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]"
"335","RAB11FIP1",1.20690712432635e-221,0.299857185920834,0.119,0.667,2.62236779973629e-217,"RAB11 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30265]"
"336","TEAD1",1.79103746296858e-221,0.269145009677961,0.1,0.619,3.89156619953813e-217,"TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]"
"337","HEBP2",1.93285619035558e-221,-0.413670749917807,0.276,1,4.19970993040461e-217,"heme binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15716]"
"338","ATXN7L3B",2.08892457265619e-221,0.351066559547977,0.144,0.733,4.53881531146737e-217,"ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]"
"339","PUM1",3.69946573525951e-221,0.364312032074796,0.144,0.733,8.03819914957187e-217,"pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]"
"340","TCERG1",7.2668549328687e-221,0.385838375327663,0.14,0.721,1.57894223981371e-216,"transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]"
"341","NUP58",1.14039538002234e-220,0.273679416296512,0.101,0.622,2.47785108171253e-216,"nucleoporin 58 [Source:HGNC Symbol;Acc:HGNC:20261]"
"342","POLR2G",5.52493838556669e-220,0.342949515147218,0.147,0.739,1.20045861241593e-215,"RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]"
"343","ZMAT2",6.01040579618196e-220,0.365862020498758,0.16,0.771,1.30594097139442e-215,"zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]"
"344","HSPA4",6.68187477541411e-220,0.373879576104282,0.141,0.721,1.45183775120198e-215,"heat shock protein family A (Hsp70) member 4 [Source:HGNC Symbol;Acc:HGNC:5237]"
"345","TECR",7.43080083362123e-220,0.353159381319869,0.157,0.765,1.61456440512922e-215,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]"
"346","BOD1L1",1.45288173718924e-219,0.43759919014632,0.185,0.838,3.15682143856478e-215,"biorientation of chromosomes in cell division 1 like 1 [Source:HGNC Symbol;Acc:HGNC:31792]"
"347","WSB1",2.09559178757286e-219,0.292692243965256,0.109,0.64,4.55330183603831e-215,"WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]"
"348","YAP1",2.26745549150224e-219,0.398684221660106,0.192,0.858,4.92672729193607e-215,"Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]"
"349","PRMT1",2.27401640217674e-219,0.371543601393854,0.191,0.854,4.94098283864962e-215,"protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187]"
"350","RTN3",3.00272002749546e-219,0.425353449907541,0.203,0.885,6.52431007574214e-215,"reticulon 3 [Source:HGNC Symbol;Acc:HGNC:10469]"
"351","EIF3B",4.56778373036894e-219,0.28901383702264,0.227,0.954,9.92488048934564e-215,"eukaryotic translation initiation factor 3 subunit B [Source:HGNC Symbol;Acc:HGNC:3280]"
"352","CNOT2",5.22334436505936e-219,0.276041985665088,0.1,0.615,1.1349282636401e-214,"CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878]"
"353","CCDC47",5.88794853971944e-219,0.395050984752343,0.17,0.796,1.27933345871024e-214,"coiled-coil domain containing 47 [Source:HGNC Symbol;Acc:HGNC:24856]"
"354","AKIRIN2",7.83303105226655e-219,0.30478767931704,0.116,0.655,1.70196098703648e-214,"akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]"
"355","SEH1L",8.86009225213388e-219,0.28897978524447,0.111,0.643,1.92512084454365e-214,"SEH1 like nucleoporin [Source:HGNC Symbol;Acc:HGNC:30379]"
"356","BAG5",1.13385811407143e-218,0.353414295389743,0.127,0.684,2.46364691025441e-214,"BCL2 associated athanogene 5 [Source:HGNC Symbol;Acc:HGNC:941]"
"357","STRN3",1.21153549901478e-218,0.373316755640629,0.147,0.737,2.63242433225931e-214,"striatin 3 [Source:HGNC Symbol;Acc:HGNC:15720]"
"358","LSM14A",1.21788349241438e-218,0.326634957479394,0.225,0.946,2.64621725231796e-214,"LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]"
"359","PNPT1",1.38443213425442e-218,0.389995726924175,0.141,0.72,3.008094141308e-214,"polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]"
"360","DNTTIP2",2.8105593340226e-218,0.315883565505699,0.105,0.627,6.1067833209643e-214,"deoxynucleotidyltransferase terminal interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24013]"
"361","NFYC",4.61888840316146e-218,0.269152279722298,0.093,0.596,1.00359207223892e-213,"nuclear transcription factor Y subunit gamma [Source:HGNC Symbol;Acc:HGNC:7806]"
"362","MCCC2",1.27509645270381e-217,0.350277315212783,0.134,0.701,2.77052957243484e-213,"methylcrotonoyl-CoA carboxylase 2 [Source:HGNC Symbol;Acc:HGNC:6937]"
"363","SRRM2",1.49201182605849e-217,-0.285714147993798,0.263,0.999,3.2418432956599e-213,"serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]"
"364","EIF2S3",2.37750924310714e-217,0.399223511821922,0.171,0.796,5.16585208342319e-213,"eukaryotic translation initiation factor 2 subunit gamma [Source:HGNC Symbol;Acc:HGNC:3267]"
"365","ADH5",2.4494183244393e-217,0.363347702264812,0.143,0.724,5.32209613534171e-213,"alcohol dehydrogenase 5 (class III), chi polypeptide [Source:HGNC Symbol;Acc:HGNC:253]"
"366","VPS26A",2.94532369475377e-217,0.281303835175259,0.106,0.628,6.399599323961e-213,"VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]"
"367","ADAM10",3.49578435309939e-217,0.303587348384641,0.113,0.646,7.59564024241436e-213,"ADAM metallopeptidase domain 10 [Source:HGNC Symbol;Acc:HGNC:188]"
"368","COPB2",7.41393080097447e-217,0.288580371900851,0.106,0.627,1.61089888443573e-212,"coatomer protein complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]"
"369","DGKH",1.26478106506963e-216,0.255065005594053,0.088,0.582,2.74811629818329e-212,"diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854]"
"370","MAPRE1",1.39663469778742e-216,0.362800526196465,0.189,0.845,3.03460787135251e-212,"microtubule associated protein RP/EB family member 1 [Source:HGNC Symbol;Acc:HGNC:6890]"
"371","EXOSC6",1.42220206361905e-216,0.382008345315227,0.146,0.729,3.09016064383147e-212,"exosome component 6 [Source:HGNC Symbol;Acc:HGNC:19055]"
"372","GLOD4",1.72543477571818e-216,0.342925598122206,0.137,0.707,3.74902468068047e-212,"glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]"
"373","XBP1",2.50597089269848e-216,0.362070641857771,0.162,0.772,5.44497355565525e-212,"X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]"
"374","SLC3A2",4.58481132920602e-216,0.297717893760177,0.176,0.806,9.96187805609884e-212,"solute carrier family 3 member 2 [Source:HGNC Symbol;Acc:HGNC:11026]"
"375","SRP54",8.08962669217681e-216,0.335923346316352,0.119,0.66,1.75771408767618e-211,"signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]"
"376","DSG2",1.25295224520445e-215,0.327884866737951,0.221,0.929,2.72241463838024e-211,"desmoglein 2 [Source:HGNC Symbol;Acc:HGNC:3049]"
"377","EMP2",1.28763301715141e-215,0.255789184899339,0.128,0.68,2.79776901966658e-211,"epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]"
"378","THOC3",1.40713264279512e-215,0.326544133433133,0.127,0.678,3.05741780626524e-211,"THO complex 3 [Source:HGNC Symbol;Acc:HGNC:19072]"
"379","MPHOSPH6",1.50113123149653e-215,0.414498529547648,0.175,0.805,3.26165793979567e-211,"M-phase phosphoprotein 6 [Source:HGNC Symbol;Acc:HGNC:7214]"
"380","AP3B1",1.64065743068462e-215,0.277297408946343,0.087,0.576,3.56482046539154e-211,"adaptor related protein complex 3 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:566]"
"381","NUFIP2",4.45205120890122e-215,0.312050063004535,0.113,0.642,9.67341686670058e-211,"nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]"
"382","TUBA4A",7.36725324450168e-215,0.310528717035197,0.131,0.688,1.60075678496533e-210,"tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]"
"383","CSNK2B",1.33658798404257e-214,0.307698525591956,0.213,0.906,2.90413837172769e-210,"casein kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:2460]"
"384","PRKAR1A",1.81654092328482e-214,0.41813424968319,0.18,0.816,3.94698011811325e-210,"protein kinase cAMP-dependent type I regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9388]"
"385","TWISTNB",2.73218788163127e-214,0.378824531173622,0.169,0.786,5.93649782920842e-210,"TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027]"
"386","NFE2L3",1.62460875372606e-213,0.365661287761912,0.17,0.787,3.52994990009599e-209,"nuclear factor, erythroid 2 like 3 [Source:HGNC Symbol;Acc:HGNC:7783]"
"387","PUM3",3.51061268471035e-213,0.353326344573777,0.123,0.666,7.62785924133865e-209,"pumilio RNA binding family member 3 [Source:HGNC Symbol;Acc:HGNC:29676]"
"388","BRI3",4.73448548759392e-213,-0.543292314917048,0.352,1,1.02870900674441e-208,"brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]"
"389","RAP2A",1.05570008700257e-212,0.394176962871401,0.187,0.833,2.29382514903917e-208,"RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]"
"390","POLR2B",2.27188394897557e-212,0.361852721762395,0.126,0.673,4.93634944433411e-208,"RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188]"
"391","ALDH2",2.35573241379724e-212,0.259733924114707,0.106,0.62,5.11853538869865e-208,"aldehyde dehydrogenase 2 family member [Source:HGNC Symbol;Acc:HGNC:404]"
"392","XRN2",3.75266991579232e-212,0.285435605940349,0.236,0.968,8.15380119303356e-208,"5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]"
"393","HPRT1",5.33344249412958e-212,0.254848851722176,0.096,0.596,1.15885038512448e-207,"hypoxanthine phosphoribosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5157]"
"394","OAZ1",6.97287747111503e-212,-0.544944020609419,0.559,1,1.51506681692387e-207,"ornithine decarboxylase antizyme 1 [Source:HGNC Symbol;Acc:HGNC:8095]"
"395","ERGIC2",8.78581190436106e-212,0.322437456905659,0.123,0.664,1.90898121057957e-207,"ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]"
"396","UTP4",2.31095073118772e-211,0.255160887155869,0.086,0.569,5.02123374872467e-207,"UTP4 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]"
"397","GPX4",4.31396988164475e-211,-0.438580062425441,0.3,1,9.3733937588377e-207,"glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]"
"398","KRR1",4.8834276349344e-211,0.446519996981308,0.155,0.743,1.06107115651855e-206,"KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176]"
"399","TMEM54",1.4451658664174e-210,-0.256906247536763,0.268,0.99,3.14005639455172e-206,"transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]"
"400","ZNF451",2.77556472942423e-210,0.312777915876148,0.105,0.616,6.03074704409296e-206,"zinc finger protein 451 [Source:HGNC Symbol;Acc:HGNC:21091]"
"401","CDC25B",5.67479954742879e-210,0.32211524976082,0.143,0.711,1.23302044566533e-205,"cell division cycle 25B [Source:HGNC Symbol;Acc:HGNC:1726]"
"402","PSME3",1.07551026268389e-209,0.366831325464045,0.143,0.712,2.33686869875955e-205,"proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]"
"403","NFAT5",5.12232835861369e-209,0.415759338243075,0.186,0.823,1.11297950575958e-204,"nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]"
"404","SREK1",7.00484720045168e-209,0.43144578400091,0.171,0.782,1.52201319971414e-204,"splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]"
"405","MRPS17",8.50297478608968e-209,0.413474163957151,0.162,0.76,1.84752636152157e-204,"mitochondrial ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:14047]"
"406","AIMP1",1.3440562781281e-208,0.326865301161703,0.225,0.93,2.92036548111674e-204,"aminoacyl tRNA synthetase complex interacting multifunctional protein 1 [Source:HGNC Symbol;Acc:HGNC:10648]"
"407","UBA6",1.98336226645627e-208,0.312000679864871,0.106,0.614,4.30944953255618e-204,"ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]"
"408","ABCE1",2.40916137450449e-208,0.429871145666877,0.179,0.804,5.23462583452336e-204,"ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]"
"409","C1D",5.21884740861838e-208,0.423120063016386,0.185,0.819,1.1339511649446e-203,"C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29911]"
"410","PDCD10",5.5775602705934e-208,0.425623132858777,0.168,0.775,1.21189229559453e-203,"programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]"
"411","RHOB",1.46089094582689e-207,0.307172566902695,0.147,0.718,3.17422384709266e-203,"ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]"
"412","RSPRY1",1.64258023323781e-207,0.286803812968319,0.103,0.605,3.56899833077912e-203,"ring finger and SPRY domain containing 1 [Source:HGNC Symbol;Acc:HGNC:29420]"
"413","TFRC",3.15544903228028e-207,0.397257083303166,0.186,0.82,6.8561596573386e-203,"transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]"
"414","PPT1",3.29274464603645e-207,0.414358981145913,0.212,0.891,7.154475566908e-203,"palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]"
"415","TMEM245",4.02189917127791e-207,0.27618105197961,0.093,0.581,8.73878251935265e-203,"transmembrane protein 245 [Source:HGNC Symbol;Acc:HGNC:1363]"
"416","HSPA9",5.36695898269454e-207,0.447500512697768,0.191,0.833,1.16613284775987e-202,"heat shock protein family A (Hsp70) member 9 [Source:HGNC Symbol;Acc:HGNC:5244]"
"417","DCUN1D1",7.42155973404878e-207,0.312769393596758,0.108,0.617,1.61255649901412e-202,"defective in cullin neddylation 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18184]"
"418","TMEM106B",1.37071705721927e-206,0.358656440978585,0.197,0.848,2.97829402192604e-202,"transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]"
"419","COMMD6",1.96642893491018e-206,-0.480443513484979,0.312,1,4.27265678977283e-202,"COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]"
"420","DHX15",2.15013283721688e-206,0.421778281586012,0.168,0.772,4.67180862870484e-202,"DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]"
"421","VOPP1",1.20724017188391e-205,0.339206961708169,0.229,0.938,2.62309144546935e-201,"VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]"
"422","LTBP1",2.10877560545673e-205,0.269158421362969,0.113,0.627,4.58194763553638e-201,"latent transforming growth factor beta binding protein 1 [Source:HGNC Symbol;Acc:HGNC:6714]"
"423","GMFB",2.70491357767639e-205,0.443091097046079,0.186,0.817,5.87723622157527e-201,"glia maturation factor beta [Source:HGNC Symbol;Acc:HGNC:4373]"
"424","CERS6",3.00018326275372e-205,0.406782058956481,0.174,0.785,6.51879819331129e-201,"ceramide synthase 6 [Source:HGNC Symbol;Acc:HGNC:23826]"
"425","POLE3",1.73518538995288e-204,0.396947291362837,0.168,0.768,3.77021081528961e-200,"DNA polymerase epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]"
"426","PDGFA",1.8861025832904e-204,0.262776123797979,0.1,0.593,4.09812369297339e-200,"platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]"
"427","PFKP",1.43733206236485e-203,0.255393342505933,0.087,0.559,3.12303510510635e-199,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]"
"428","TM7SF3",1.46459285486978e-203,0.306035943057903,0.222,0.913,3.18226735506106e-199,"transmembrane 7 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:23049]"
"429","RARS",1.57976085956981e-203,0.430629052935286,0.168,0.766,3.43250439567328e-199,"arginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:9870]"
"430","ADSS",2.70913520557837e-203,0.391804568655027,0.148,0.715,5.88640897468068e-199,"adenylosuccinate synthase [Source:HGNC Symbol;Acc:HGNC:292]"
"431","AMD1",4.23586024186693e-203,0.364176956176015,0.219,0.904,9.20367713352846e-199,"adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457]"
"432","CCAR1",4.33033748662869e-203,0.453649029642598,0.205,0.867,9.40895729094682e-199,"cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]"
"433","NAA15",1.86032272942929e-202,0.290656913779588,0.097,0.584,4.04210922650396e-198,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:30782]"
"434","RCC2",2.46393857462192e-202,0.426634789949928,0.193,0.832,5.35364573493851e-198,"regulator of chromosome condensation 2 [Source:HGNC Symbol;Acc:HGNC:30297]"
"435","TMCC1",3.98730326305299e-202,0.267115742252409,0.107,0.609,8.66361252996155e-198,"transmembrane and coiled-coil domain family 1 [Source:HGNC Symbol;Acc:HGNC:29116]"
"436","TRIM28",4.88257815657461e-202,0.307452105868802,0.239,0.958,1.06088658186053e-197,"tripartite motif containing 28 [Source:HGNC Symbol;Acc:HGNC:16384]"
"437","YWHAH",7.26269598201618e-202,0.27855252331787,0.233,0.938,1.57803858297247e-197,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta [Source:HGNC Symbol;Acc:HGNC:12853]"
"438","S100A14",1.2887773781629e-201,-0.590322445078041,0.4,0.995,2.80025548727236e-197,"S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]"
"439","MRPL35",1.71804948745191e-201,0.447199718120803,0.194,0.832,3.73297792633551e-197,"mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]"
"440","MYO6",1.76329895025107e-201,0.394409112901014,0.144,0.702,3.83129595910552e-197,"myosin VI [Source:HGNC Symbol;Acc:HGNC:7605]"
"441","TMEM41B",1.7993102142015e-201,0.365757276832421,0.136,0.679,3.90954123341702e-197,"transmembrane protein 41B [Source:HGNC Symbol;Acc:HGNC:28948]"
"442","PPP1R12A",1.98077041658846e-201,0.406185404114385,0.143,0.699,4.3038179611634e-197,"protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618]"
"443","HUWE1",2.67511703135154e-201,0.328163270275754,0.124,0.649,5.81249428572062e-197,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"444","GTF3A",3.2747817532957e-201,-0.47844255024021,0.339,0.999,7.11544579356091e-197,"general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662]"
"445","PRPF38B",9.41156989909874e-201,0.471041669458819,0.197,0.84,2.04494590767617e-196,"pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]"
"446","PPP2CA",2.64754631052805e-200,0.425478820532495,0.168,0.761,5.75258862351535e-196,"protein phosphatase 2 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:9299]"
"447","ANKRD12",2.86538798270039e-200,0.452296790545501,0.176,0.781,6.22591500881141e-196,"ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]"
"448","CCT8",6.84698882483702e-200,0.357947687629489,0.231,0.931,1.48771373186059e-195,"chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]"
"449","MCTS1",1.10255422401471e-199,0.43281440357825,0.174,0.777,2.39562981793917e-195,"MCTS1 re-initiation and release factor [Source:HGNC Symbol;Acc:HGNC:23357]"
"450","TMED4",1.62977830092281e-199,0.356163471409692,0.231,0.931,3.54118229224508e-195,"transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]"
"451","LGMN",1.82860838947394e-199,0.330316102038644,0.129,0.66,3.97320030864897e-195,"legumain [Source:HGNC Symbol;Acc:HGNC:9472]"
"452","RBM3",3.29416611551043e-199,0.343155433064176,0.229,0.925,7.15756413578106e-195,"RNA binding motif protein 3 [Source:HGNC Symbol;Acc:HGNC:9900]"
"453","MMADHC",5.46273643853174e-199,0.403103435892217,0.2,0.844,1.18694337336418e-194,"metabolism of cobalamin associated D [Source:HGNC Symbol;Acc:HGNC:25221]"
"454","TIGAR",5.93652096429584e-199,0.329278598380426,0.131,0.665,1.2898872751222e-194,"TP53 induced glycolysis regulatory phosphatase [Source:HGNC Symbol;Acc:HGNC:1185]"
"455","SMC1A",6.08176462064229e-199,0.361745931329706,0.149,0.711,1.32144581677316e-194,"structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]"
"456","TLNRD1",6.88252883303916e-199,0.396032091388084,0.16,0.737,1.49543586484275e-194,"talin rod domain containing 1 [Source:HGNC Symbol;Acc:HGNC:13519]"
"457","ARIH1",7.84807273567962e-199,0.343086107692203,0.112,0.615,1.70522924400847e-194,"ariadne RBR E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:689]"
"458","ASAP1",8.22357274788231e-199,0.394965217381096,0.171,0.767,1.78681788665987e-194,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:2720]"
"459","AP2B1",9.1246387833393e-199,0.294794039793987,0.235,0.941,1.98260151484396e-194,"adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]"
"460","SPTLC1",1.34424552164881e-198,0.361168898312913,0.125,0.647,2.92077666943853e-194,"serine palmitoyltransferase long chain base subunit 1 [Source:HGNC Symbol;Acc:HGNC:11277]"
"461","MED6",1.68210162247651e-198,0.281969848874245,0.089,0.558,3.65487040531696e-194,"mediator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:19970]"
"462","TRPS1",6.02276058651204e-198,0.251614948174796,0.105,0.597,1.30862542023734e-193,"transcriptional repressor GATA binding 1 [Source:HGNC Symbol;Acc:HGNC:12340]"
"463","PSMC4",9.80538723821818e-198,0.373715644101506,0.223,0.905,2.13051453912005e-193,"proteasome 26S subunit, ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9551]"
"464","DPY19L1",1.33797333705206e-197,0.340705382582321,0.121,0.637,2.90714846674672e-193,"dpy-19 like C-mannosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:22205]"
"465","MIS18BP1",1.90782372040301e-197,0.270036021069511,0.109,0.606,4.14531937969166e-193,"MIS18 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:20190]"
"466","BRIX1",1.37669771785415e-196,0.310472146598976,0.111,0.609,2.99128880135351e-192,"biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]"
"467","UACA",2.0455016086491e-196,0.273230905483039,0.091,0.558,4.44446589527276e-192,"uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:HGNC Symbol;Acc:HGNC:15947]"
"468","SERP1",2.82412062106803e-196,-0.326026049941302,0.291,0.999,6.13624928545663e-192,"stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]"
"469","BOLA3",6.03544766041234e-196,-0.306355182141331,0.284,0.991,1.31138206765439e-191,"bolA family member 3 [Source:HGNC Symbol;Acc:HGNC:24415]"
"470","NUDT4",6.09677584283516e-196,0.400876466952095,0.208,0.861,1.32470745513122e-191,"nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]"
"471","RIF1",8.40286153098439e-196,0.336307603923862,0.128,0.652,1.82577375345229e-191,"replication timing regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:23207]"
"472","NOC3L",1.02849758672772e-195,0.267584176555591,0.093,0.564,2.23471955644199e-191,"NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]"
"473","LEPROTL1",1.35455266897613e-195,0.413324008822499,0.183,0.793,2.94317203915134e-191,"leptin receptor overlapping transcript like 1 [Source:HGNC Symbol;Acc:HGNC:6555]"
"474","PAICS",1.48735910329923e-195,0.40791546408796,0.214,0.878,3.23173385964858e-191,"phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]"
"475","MRPL13",2.55438175348798e-195,0.443737771437057,0.177,0.777,5.55016067397869e-191,"mitochondrial ribosomal protein L13 [Source:HGNC Symbol;Acc:HGNC:14278]"
"476","SAR1B",1.08879934784506e-194,0.374099029808149,0.138,0.674,2.36574322299774e-190,"secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]"
"477","ATP2A2",2.99024211882881e-194,0.395143480768714,0.19,0.809,6.49719807579124e-190,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]"
"478","SAMD1",3.53366660232517e-194,0.340325756958868,0.139,0.677,7.67795079353213e-190,"sterile alpha motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17958]"
"479","CNFN",8.29149009059783e-194,0.255787138052649,0.093,0.559,1.8015749668851e-189,"cornifelin [Source:HGNC Symbol;Acc:HGNC:30183]"
"480","NUDT1",1.01454457939998e-193,0.304446749969398,0.201,0.837,2.20440246212028e-189,"nudix hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:8048]"
"481","HSPA4L",1.1758816004235e-193,0.281478084964656,0.092,0.558,2.55495554140017e-189,"heat shock protein family A (Hsp70) member 4 like [Source:HGNC Symbol;Acc:HGNC:17041]"
"482","AURKAIP1",1.54541208399033e-193,-0.489346723925429,0.349,0.999,3.35787137609419e-189,"aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]"
"483","TMSB4X",1.66576565137925e-193,-0.691924750416481,0.538,1,3.61937560731683e-189,"thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]"
"484","SMS",2.67443366833462e-193,0.320054160205785,0.231,0.918,5.81100947455745e-189,"spermine synthase [Source:HGNC Symbol;Acc:HGNC:11123]"
