"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1758","DKC1",6.4994070007654e-36,0.260400831409718,0.937,0.842,1.26452462606892e-31,"NCC24","DKC1","dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]"
"1759","SCFD1",6.65350081253364e-36,0.271946339753801,0.808,0.651,1.29450511808655e-31,"NCC24","SCFD1","sec1 family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20726]"
"1760","ZNF292",8.0493840640663e-36,0.264868251474583,0.726,0.542,1.56608816350474e-31,"NCC24","ZNF292","zinc finger protein 292 [Source:HGNC Symbol;Acc:HGNC:18410]"
"1761","CPT1A",8.50110557177798e-36,0.307841548421982,0.739,0.552,1.65397510004512e-31,"NCC24","CPT1A","carnitine palmitoyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:2328]"
"1762","HUWE1",1.29088897370097e-35,0.258123851998551,0.778,0.621,2.51155358723261e-31,"NCC24","HUWE1","HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]"
"1763","MUTYH",1.29406690769586e-35,0.255575511215306,0.576,0.365,2.51773657561306e-31,"NCC24","MUTYH","mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]"
"1764","SLC37A4",1.41916379974765e-35,0.253398065401077,0.502,0.3,2.76112508878902e-31,"NCC24","SLC37A4","solute carrier family 37 member 4 [Source:HGNC Symbol;Acc:HGNC:4061]"
"1765","ATP1B3",1.49749781356072e-35,0.275644806387414,0.965,0.938,2.91353174606373e-31,"NCC24","ATP1B3","ATPase Na+/K+ transporting subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:806]"
"1766","DUSP12",1.69984738638603e-35,0.252888765572307,0.626,0.425,3.30722307495265e-31,"NCC24","DUSP12","dual specificity phosphatase 12 [Source:HGNC Symbol;Acc:HGNC:3067]"
"1767","RUVBL1",1.76272530891139e-35,0.283398957742255,0.699,0.497,3.429558361018e-31,"NCC24","RUVBL1","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]"
"1768","TEX30",4.242797638844e-35,0.372879212932351,0.615,0.425,8.25478708613489e-31,"NCC24","TEX30","testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188]"
"1769","FUBP1",4.83237083745923e-35,0.258702277673118,0.796,0.624,9.40186070136067e-31,"NCC24","FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"1770","PI4K2B",5.5793345077538e-35,0.252091700358665,0.507,0.303,1.08551532182858e-30,"NCC24","PI4K2B","phosphatidylinositol 4-kinase type 2 beta [Source:HGNC Symbol;Acc:HGNC:18215]"
"1771","EPB41L2",5.64149719221184e-35,0.263689156951222,0.963,0.853,1.09760969371674e-30,"NCC24","EPB41L2","erythrocyte membrane protein band 4.1 like 2 [Source:HGNC Symbol;Acc:HGNC:3379]"
"1772","ZNF106",5.89580575158599e-35,0.255399152540581,0.828,0.663,1.14708796702857e-30,"NCC24","ZNF106","zinc finger protein 106 [Source:HGNC Symbol;Acc:HGNC:12886]"
"1773","MTX2",8.19437444840512e-35,0.255584824613927,0.853,0.698,1.5942974926817e-30,"NCC24","MTX2","metaxin 2 [Source:HGNC Symbol;Acc:HGNC:7506]"
"1774","ARFGEF1",1.29865395217728e-34,0.251926225736934,0.699,0.509,2.52666112935612e-30,"NCC24","ARFGEF1","ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]"
"1775","ASCL2",1.60889863016693e-34,0.288703814290104,0.935,0.824,3.13027317485278e-30,"NCC24","ASCL2","achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]"
"1776","FNDC3B",2.33180016194569e-34,0.250949545808303,0.647,0.437,4.53675039508153e-30,"NCC24","FNDC3B","fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]"
"1777","CEP350",2.38791633627822e-34,0.264639521928632,0.748,0.574,4.64593002386291e-30,"NCC24","CEP350","centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]"
"1778","TNRC6B",3.04122062359891e-34,0.288206801282566,0.885,0.782,5.91699884527403e-30,"NCC24","TNRC6B","trinucleotide repeat containing adaptor 6B [Source:HGNC Symbol;Acc:HGNC:29190]"
"1779","BARD1",3.7574040540979e-34,0.328406670924847,0.468,0.271,7.31040532765287e-30,"NCC24","BARD1","BRCA1 associated RING domain 1 [Source:HGNC Symbol;Acc:HGNC:952]"
"1780","RAB14",4.09588469253775e-34,0.258570572412939,0.822,0.668,7.96895325780144e-30,"NCC24","RAB14","RAB14, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16524]"
"1781","ANXA5",4.61116484002912e-34,0.260782969437874,0.884,0.72,8.97148231276066e-30,"NCC24","ANXA5","annexin A5 [Source:HGNC Symbol;Acc:HGNC:543]"
"1782","TMEM98",5.34121831310209e-34,0.288816227999296,0.81,0.648,1.03918743499714e-29,"NCC24","TMEM98","transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]"
"1783","ARRDC1",6.16566393426728e-34,0.251157877881194,0.85,0.7,1.19959157505104e-29,"NCC24","ARRDC1","arrestin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28633]"
"1784","RNF5",1.15151731700686e-33,0.253236515446957,0.762,0.611,2.24039209196854e-29,"NCC24","RNF5","ring finger protein 5 [Source:HGNC Symbol;Acc:HGNC:10068]"
"1785","AHR",1.49014316263671e-33,0.315121173618638,0.846,0.699,2.89922253722598e-29,"NCC24","AHR","aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]"
"1786","HK2",1.59595733628494e-33,0.262163970420115,0.552,0.354,3.10509459347599e-29,"NCC24","HK2","hexokinase 2 [Source:HGNC Symbol;Acc:HGNC:4923]"
"1787","ZBTB43",2.20845285859983e-33,0.266580699322816,0.571,0.375,4.29676588169183e-29,"NCC24","ZBTB43","zinc finger and BTB domain containing 43 [Source:HGNC Symbol;Acc:HGNC:17908]"
"1788","POP5",2.21565329322659e-33,0.257668844969442,0.874,0.76,4.31077504730164e-29,"NCC24","POP5","POP5 homolog, ribonuclease P/MRP subunit [Source:HGNC Symbol;Acc:HGNC:17689]"
"1789","TBX3",2.59170038875316e-33,0.282872831637729,0.835,0.668,5.04241227635815e-29,"NCC24","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]"
"1790","NR2F2",3.41128067240215e-33,0.264487759741031,0.874,0.757,6.63698767622562e-29,"NCC24","NR2F2","nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]"
"1791","QSER1",3.47377201121836e-33,0.25140486949813,0.624,0.424,6.75857082502644e-29,"NCC24","QSER1","glutamine and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:26154]"
"1792","GOSR1",3.67354557647826e-33,0.261754344493029,0.724,0.551,7.14725027359611e-29,"NCC24","GOSR1","golgi SNAP receptor complex member 1 [Source:HGNC Symbol;Acc:HGNC:4430]"
"1793","ZCCHC8",5.38211984235136e-33,0.272190061741378,0.552,0.363,1.04714523652788e-28,"NCC24","ZCCHC8","zinc finger CCHC-type containing 8 [Source:HGNC Symbol;Acc:HGNC:25265]"
"1794","RCAN1",5.58901705627789e-33,0.285250465261784,0.507,0.315,1.08739915846943e-28,"NCC24","RCAN1","regulator of calcineurin 1 [Source:HGNC Symbol;Acc:HGNC:3040]"
"1795","DNAJB9",5.87721749596163e-33,0.298216970936434,0.571,0.365,1.14347143601429e-28,"NCC24","DNAJB9","DnaJ heat shock protein family (Hsp40) member B9 [Source:HGNC Symbol;Acc:HGNC:6968]"
"1796","ETV5",1.33286073001681e-32,0.363449079223625,0.757,0.644,2.59321383632071e-28,"NCC24","ETV5","ETS variant 5 [Source:HGNC Symbol;Acc:HGNC:3494]"
"1797","RABEPK",1.58246315524484e-32,0.259780254467609,0.593,0.408,3.07884031484435e-28,"NCC24","RABEPK","Rab9 effector protein with kelch motifs [Source:HGNC Symbol;Acc:HGNC:16896]"
"1798","SDCBP",2.14408969781106e-32,0.26043339295046,0.836,0.681,4.17154091606121e-28,"NCC24","SDCBP","syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]"
"1799","RSRC2",2.31456225485269e-32,0.275154839574555,0.929,0.837,4.5032123230414e-28,"NCC24","RSRC2","arginine and serine rich coiled-coil 2 [Source:HGNC Symbol;Acc:HGNC:30559]"
"1800","SHMT1",2.76980958195432e-32,0.25837796059829,0.478,0.282,5.38894152265033e-28,"NCC24","SHMT1","serine hydroxymethyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10850]"
"1801","FCF1",3.01697403662347e-32,0.253522798072811,0.653,0.467,5.86982468565462e-28,"NCC24","FCF1","FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]"
"1802","SRPRA",3.09240546843927e-32,0.252584830214308,0.726,0.551,6.01658407939544e-28,"NCC24","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]"
"1803","GOLGB1",5.66880173529449e-32,0.285106187202403,0.917,0.806,1.1029220656189e-27,"NCC24","GOLGB1","golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]"
"1804","TMEM129",6.11489385299436e-32,0.25273285881736,0.65,0.465,1.18971374803858e-27,"NCC24","TMEM129","transmembrane protein 129 [Source:HGNC Symbol;Acc:HGNC:25137]"
"1805","RBM5",7.45819692457509e-32,0.271317902868717,0.707,0.546,1.45106679364533e-27,"NCC24","RBM5","RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]"
"1806","ODF3B",1.04172998282341e-31,0.269212778922137,0.51,0.317,2.02678985458123e-27,"NCC24","ODF3B","outer dense fiber of sperm tails 3B [Source:HGNC Symbol;Acc:HGNC:34388]"
"1807","STK38L",1.52428299701288e-31,0.362548446505969,0.646,0.491,2.96564499898827e-27,"NCC24","STK38L","serine/threonine kinase 38 like [Source:HGNC Symbol;Acc:HGNC:17848]"
"1808","RRS1",2.02502484059593e-31,0.262254038607704,0.755,0.584,3.93988832986344e-27,"NCC24","RRS1","ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083]"
"1809","CXCL1",2.08959248411068e-31,0.366874349194556,0.308,0.138,4.06551113708574e-27,"NCC24","CXCL1","C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]"
"1810","NUDT3",2.98666101909909e-31,0.261355923456681,0.746,0.603,5.8108476787592e-27,"NCC24","NUDT3","nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]"
"1811","AJUBA",3.61759725528439e-31,0.332230882904123,0.657,0.49,7.03839721988131e-27,"NCC24","AJUBA","ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250]"
"1812","ETNK1",3.99710958139616e-31,0.255566569005747,0.727,0.553,7.77677640156436e-27,"NCC24","ETNK1","ethanolamine kinase 1 [Source:HGNC Symbol;Acc:HGNC:24649]"
"1813","ERGIC2",5.08934438380654e-31,0.26845688835061,0.77,0.648,9.901828433134e-27,"NCC24","ERGIC2","ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]"
"1814","RETREG2",7.29340566389978e-31,0.252318520026759,0.762,0.611,1.41900500596834e-26,"NCC24","RETREG2","reticulophagy regulator family member 2 [Source:HGNC Symbol;Acc:HGNC:28450]"
"1815","NCAPD3",1.20784254086376e-30,0.322377578792453,0.555,0.375,2.34997844750452e-26,"NCC24","NCAPD3","non-SMC condensin II complex subunit D3 [Source:HGNC Symbol;Acc:HGNC:28952]"
"1816","CAB39",1.61326565885114e-30,0.250920396072631,0.676,0.499,3.13876966586077e-26,"NCC24","CAB39","calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]"
"1817","LINC02001",1.73185818690851e-30,0.256016083702609,0.734,0.566,3.3695032884492e-26,"NCC24","LINC02001",NA
"1818","TCF19",1.84172079398848e-30,0.256928364860801,0.28,0.12,3.58325197678398e-26,"NCC24","TCF19","transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11629]"
"1819","NUMA1",2.03093476170614e-30,0.258057629972697,0.687,0.525,3.95138667237547e-26,"NCC24","NUMA1","nuclear mitotic apparatus protein 1 [Source:HGNC Symbol;Acc:HGNC:8059]"
"1820","CXCL3",2.78503249205085e-30,0.314280225237024,0.814,0.605,5.41855921653413e-26,"NCC24","CXCL3","C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]"
"1821","AL121761.2",3.12259842874132e-30,0.336277565305416,0.497,0.315,6.07532750295911e-26,"NCC24","AL121761.2",NA
"1822","PLS1",4.33553831296342e-30,0.255592765493964,0.825,0.687,8.43522334170164e-26,"NCC24","PLS1","plastin 1 [Source:HGNC Symbol;Acc:HGNC:9090]"
"1823","KLHL5",4.8800403462112e-30,0.328201563755633,0.353,0.186,9.4946064975885e-26,"NCC24","KLHL5","kelch like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]"
"1824","ERP44",5.05171778305199e-30,0.264032623801756,0.715,0.545,9.82862211870596e-26,"NCC24","ERP44","endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]"
"1825","PUS7L",5.15607922485615e-30,0.256108598028908,0.713,0.556,1.00316677398801e-25,"NCC24","PUS7L","pseudouridine synthase 7 like [Source:HGNC Symbol;Acc:HGNC:25276]"
"1826","KHDRBS3",5.18440085034122e-30,0.273013807348765,0.45,0.269,1.00867702944239e-25,"NCC24","KHDRBS3","KH RNA binding domain containing, signal transduction associated 3 [Source:HGNC Symbol;Acc:HGNC:18117]"
"1827","MEX3A",7.19418594797476e-30,0.253516055634245,0.492,0.3,1.39970081803797e-25,"NCC24","MEX3A","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]"
"1828","TMEM87A",7.84075629701768e-30,0.272806195055514,0.82,0.677,1.52549754514776e-25,"NCC24","TMEM87A","transmembrane protein 87A [Source:HGNC Symbol;Acc:HGNC:24522]"
"1829","UNG",3.20911144347295e-29,0.273067738527201,0.425,0.245,6.24364722442096e-25,"NCC24","UNG","uracil DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:12572]"
"1830","NUCB2",9.05427105426512e-29,0.361675600643567,0.752,0.6,1.76159897631782e-24,"NCC24","NUCB2","nucleobindin 2 [Source:HGNC Symbol;Acc:HGNC:8044]"
"1831","ID3",1.03359398084892e-28,0.304003004754621,0.609,0.44,2.01096044913965e-24,"NCC24","ID3","inhibitor of DNA binding 3, HLH protein [Source:HGNC Symbol;Acc:HGNC:5362]"
"1832","FOXA2",2.50994233743195e-28,0.291543951885128,0.744,0.613,4.88334381170761e-24,"NCC24","FOXA2","forkhead box A2 [Source:HGNC Symbol;Acc:HGNC:5022]"
"1833","B4GALT1",5.46423195170236e-28,0.476508025870254,0.61,0.447,1.06312096852321e-23,"NCC24","B4GALT1","beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]"
"1834","CABLES1",5.78950246367708e-28,0.258829791136621,0.562,0.387,1.12640559933301e-23,"NCC24","CABLES1","Cdk5 and Abl enzyme substrate 1 [Source:HGNC Symbol;Acc:HGNC:25097]"
"1835","ARID2",2.04505953416794e-27,0.295861061214664,0.568,0.411,3.97886782967715e-23,"NCC24","ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]"
"1836","TK2",2.48220437884838e-27,0.262940638120411,0.556,0.394,4.82937683948741e-23,"NCC24","TK2","thymidine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11831]"
"1837","ASF1A",4.46721892845197e-27,0.256169694218468,0.596,0.421,8.69142114719615e-23,"NCC24","ASF1A","anti-silencing function 1A histone chaperone [Source:HGNC Symbol;Acc:HGNC:20995]"
"1838","TMEM126B",4.61117320522084e-27,0.256323707821634,0.91,0.824,8.97149858807767e-23,"NCC24","TMEM126B","transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883]"
"1839","C21orf58",9.57834168354555e-27,0.378004660063676,0.403,0.239,1.86356215795062e-22,"NCC24","C21orf58","chromosome 21 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:1300]"
"1840","NEU1",1.28257614890181e-26,0.267767821704613,0.461,0.289,2.49538015530337e-22,"NCC24","NEU1","neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]"
"1841","PRRG4",1.28553138585794e-26,0.272520418204939,0.593,0.424,2.50112986432521e-22,"NCC24","PRRG4","proline rich and Gla domain 4 [Source:HGNC Symbol;Acc:HGNC:30799]"
"1842","PDLIM5",7.66647192192415e-26,0.405665584535167,0.887,0.823,1.49158877712956e-21,"NCC24","PDLIM5","PDZ and LIM domain 5 [Source:HGNC Symbol;Acc:HGNC:17468]"
"1843","ATAD5",8.90935008739541e-26,0.271726325486009,0.38,0.216,1.73340315300365e-21,"NCC24","ATAD5","ATPase family AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]"
"1844","TRNP1",1.04368137141938e-25,0.3008226842133,0.873,0.758,2.03058647623354e-21,"NCC24","TRNP1","TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]"
"1845","GRN",1.43138862491575e-25,0.317196094125545,0.881,0.768,2.78490970863608e-21,"NCC24","GRN","granulin precursor [Source:HGNC Symbol;Acc:HGNC:4601]"
"1846","GLO1",1.56387180201115e-25,0.267211192834254,0.818,0.709,3.0426689779929e-21,"NCC24","GLO1","glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]"
"1847","SAT1",1.81530810626717e-25,0.308132252686218,0.988,0.967,3.5318634515534e-21,"NCC24","SAT1","spermidine/spermine N1-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10540]"
"1848","DCTN4",3.04454157518871e-25,0.290485808393481,0.542,0.383,5.92346008868715e-21,"NCC24","DCTN4","dynactin subunit 4 [Source:HGNC Symbol;Acc:HGNC:15518]"
"1849","MIR194-2HG",1.8252810535359e-24,0.25433068765063,0.437,0.281,3.55126681775945e-20,"NCC24","MIR194-2HG","MIR194-2 host gene [Source:HGNC Symbol;Acc:HGNC:51946]"
"1850","CYTOR",3.59655220025443e-24,0.277997753248248,0.861,0.729,6.99745196081502e-20,"NCC24","CYTOR","cytoskeleton regulator RNA [Source:HGNC Symbol;Acc:HGNC:28717]"
"1851","KDELC2",4.09344043481801e-24,0.253755278575718,0.564,0.4,7.96419770998193e-20,"NCC24","KDELC2",NA
"1852","CARMIL1",4.13497112376273e-24,0.251857648401999,0.572,0.408,8.04499981839277e-20,"NCC24","CARMIL1","capping protein regulator and myosin 1 linker 1 [Source:HGNC Symbol;Acc:HGNC:21581]"
"1853","SAC3D1",2.35819509983802e-23,0.289450150571856,0.818,0.71,4.58810438624484e-19,"NCC24","SAC3D1","SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]"
"1854","TNS4",1.07459111558216e-22,0.256128124361336,0.344,0.197,2.09072447447665e-18,"NCC24","TNS4","tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]"
"1855","HIST1H1C",1.57985510361356e-21,0.70454106040139,0.607,0.496,3.07376608959054e-17,"NCC24","HIST1H1C","histone cluster 1 H1 family member c [Source:HGNC Symbol;Acc:HGNC:4716]"
"1856","RHOB",3.36399775577601e-21,0.277139529599461,0.847,0.713,6.5449940336378e-17,"NCC24","RHOB","ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]"
"1857","CEP70",3.63926159621999e-21,0.268129524252206,0.378,0.237,7.08054736160561e-17,"NCC24","CEP70","centrosomal protein 70 [Source:HGNC Symbol;Acc:HGNC:29972]"
"1858","MND1",7.61812931666988e-21,0.391671137704299,0.316,0.189,1.48218323985129e-16,"NCC24","MND1","meiotic nuclear divisions 1 [Source:HGNC Symbol;Acc:HGNC:24839]"
"1859","CHEK1",8.37927748159926e-21,0.277515004567819,0.512,0.371,1.63027222681995e-16,"NCC24","CHEK1","checkpoint kinase 1 [Source:HGNC Symbol;Acc:HGNC:1925]"
"1860","SMC2",1.17918916252498e-19,0.375794188181491,0.567,0.438,2.29423043460861e-15,"NCC24","SMC2","structural maintenance of chromosomes 2 [Source:HGNC Symbol;Acc:HGNC:14011]"
"1861","TM4SF1",1.19803933401257e-19,0.281472624638021,0.939,0.885,2.33090532825486e-15,"NCC24","TM4SF1","transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]"
"1862","TMEM106C",1.94022928602989e-18,0.274860915479382,0.965,0.938,3.77491009889975e-14,"NCC24","TMEM106C","transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]"
"1863","CKS1B",3.06083920192499e-17,0.288095027735832,0.935,0.859,5.95516875126526e-13,"NCC24","CKS1B","CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]"
"1864","CENPU",2.617482243576e-16,0.301557635660284,0.38,0.253,5.09257345310147e-12,"NCC24","CENPU","centromere protein U [Source:HGNC Symbol;Acc:HGNC:21348]"
"1865","LDLR",1.76738422140875e-15,0.280135051815562,0.729,0.633,3.43862274117287e-11,"NCC24","LDLR","low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547]"
"1866","CNN3",5.87184498448535e-15,0.352894486816353,0.742,0.69,1.14242616018147e-10,"NCC24","CNN3","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]"
"1867","ASPM",1.7384673454424e-14,0.434149311393684,0.305,0.196,3.38236206729273e-10,"NCC24","ASPM","abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048]"
"1868","RAD51AP1",2.42904850563155e-14,0.280380629631827,0.323,0.216,4.72595677255674e-10,"NCC24","RAD51AP1","RAD51 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16956]"
"1869","ARHGAP11A",2.71808017787814e-13,0.271131085546858,0.35,0.24,5.28829679407972e-09,"NCC24","ARHGAP11A","Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]"
"1870","EDN1",3.80056201915603e-13,0.321342900975556,0.351,0.239,7.39437346446996e-09,"NCC24","EDN1","endothelin 1 [Source:HGNC Symbol;Acc:HGNC:3176]"
"1871","TENT5A",1.02508294251683e-12,0.293586997866025,0.579,0.486,1.99440137296074e-08,"NCC24","TENT5A","terminal nucleotidyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:18345]"
"1872","CDK1",2.03617512637995e-12,0.44247389329178,0.33,0.232,3.96158232588484e-08,"NCC24","CDK1","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]"
"1873","ASF1B",3.30290865732909e-12,0.348078498461601,0.365,0.268,6.42613908369947e-08,"NCC24","ASF1B","anti-silencing function 1B histone chaperone [Source:HGNC Symbol;Acc:HGNC:20996]"
"1874","GINS2",5.41002778277855e-12,0.278775579279163,0.519,0.391,1.0525750054174e-07,"NCC24","GINS2","GINS complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:24575]"
"1875","STMN1",6.78263828245538e-12,0.384299656104973,0.892,0.777,1.31963010423452e-07,"NCC24","STMN1","stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]"
"1876","PHKG1",1.44818618423116e-10,0.345566300064677,0.343,0.252,2.81759104004015e-06,"NCC24","PHKG1","phosphorylase kinase catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:8930]"
"1877","CCNA2",1.14238450684143e-09,0.373577923097851,0.26,0.185,2.22262329651069e-05,"NCC24","CCNA2","cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]"
"1878","TMSB4X",4.14782532637889e-09,0.315394255169803,1,1,8.07000895500277e-05,"NCC24","TMSB4X","thymosin beta 4 X-linked [Source:HGNC Symbol;Acc:HGNC:11881]"
"1879","CDCA3",1.17101106253884e-07,0.284389601020371,0.275,0.21,0.00227831912327558,"NCC24","CDCA3","cell division cycle associated 3 [Source:HGNC Symbol;Acc:HGNC:14624]"
"1880","HLA-A",9.61066120810211e-07,0.253241767662229,0.987,0.994,0.0186985024464835,"NCC24","HLA-A","major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
"1881","UBE2T",8.04069218305001e-06,0.308222625388036,0.491,0.454,0.156439707113421,"NCC24","UBE2T","ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]"
"1882","TOP2A",2.74656763427329e-05,0.828747008124893,0.359,0.316,0.534372198924211,"NCC24","TOP2A","DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]"
"1883","AURKB",3.77689798043579e-05,0.254181440770113,0.255,0.201,0.734833271073588,"NCC24","AURKB","aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]"
"1884","NUSAP1",0.000195158555593805,0.386621451769307,0.315,0.271,1,"NCC24","NUSAP1","nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]"
"1885","CCK",0,2.89835814570261,0.911,0.146,0,"SNU719","CCK","cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]"
"1886","CAMK2N1",0,2.30263920752906,0.981,0.143,0,"SNU719","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]"
"1887","SH3BGRL3",0,2.16031257729499,1,0.937,0,"SNU719","SH3BGRL3","SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]"
"1888","ALDH3A1",0,2.13577155291502,0.998,0.937,0,"SNU719","ALDH3A1","aldehyde dehydrogenase 3 family member A1 [Source:HGNC Symbol;Acc:HGNC:405]"
"1889","CTAG2",0,2.11046026643803,0.996,0.185,0,"SNU719","CTAG2","cancer/testis antigen 2 [Source:HGNC Symbol;Acc:HGNC:2492]"
"1890","DNAJC15",0,2.09641438041259,1,0.696,0,"SNU719","DNAJC15","DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]"
"1891","IL32",0,1.78287491578316,0.99,0.439,0,"SNU719","IL32","interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]"
"1892","GAL",0,1.75241734437026,0.882,0.075,0,"SNU719","GAL","galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]"
"1893","ISG15",0,1.68789973745563,0.965,0.472,0,"SNU719","ISG15","ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]"
"1894","ABHD2",0,1.68552631328391,0.996,0.702,0,"SNU719","ABHD2","abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18717]"
"1895","S100A14",0,1.6693775813921,0.999,0.939,0,"SNU719","S100A14","S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]"
"1896","S100A16",0,1.66630574538232,0.999,0.944,0,"SNU719","S100A16","S100 calcium binding protein A16 [Source:HGNC Symbol;Acc:HGNC:20441]"
"1897","TMSB10",0,1.60032477886755,1,1,0,"SNU719","TMSB10","thymosin beta 10 [Source:HGNC Symbol;Acc:HGNC:11879]"
"1898","KRT18",0,1.57961556375012,1,1,0,"SNU719","KRT18","keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]"
"1899","LGALS3",0,1.5580855258294,1,0.993,0,"SNU719","LGALS3","galectin 3 [Source:HGNC Symbol;Acc:HGNC:6563]"
"1900","ATOX1",0,1.51701090553469,1,0.835,0,"SNU719","ATOX1","antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]"
"1901","ANXA2",0,1.51177393441724,1,0.978,0,"SNU719","ANXA2","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]"
